complaint_id,forum,date,rating,complaint_type,category,complaint_text,url
5215,PissedConsumer (consumer-complaint forum),10/26/2025,,refund_and_support,general,"Cancel and order showed refund is in process. It will take 4 days, but after 5 to 6 days, I still didn't receive my refund. But in the app, it shows that it is paid.",https://blinkit.pissedconsumer.com/review.html?page=362
5216,PissedConsumer (consumer-complaint forum),2/10/2026,,product_quality,general,"I received a bad quality product, and you said easy returns, but now you say we are unable to return this product.",https://blinkit.pissedconsumer.com/review.html?page=362
5217,PissedConsumer (consumer-complaint forum),11/22/2025,,other,general,"Sir, the store manager has fired me without any reason.The store manager has removed me from the group and the ID has been deactivated any reason.Sir you call me I will tell you everything.",https://blinkit.pissedconsumer.com/review.html?page=362
5218,PissedConsumer (consumer-complaint forum),11/20/2025,,product_quality,general,Hajmola glass bottle is broken. So this cant be eaten/consumed. It needs to be changed immediately. Please do it at the earliest.,https://blinkit.pissedconsumer.com/review.html?page=362
5219,PissedConsumer (consumer-complaint forum),11/6/2025,,refund_and_support,general,My last order refund has not been received yet refund me back. It was ordered last week so cant see the money,https://blinkit.pissedconsumer.com/review.html?page=362
5220,PissedConsumer (consumer-complaint forum),10/17/2025,,product_quality,general,Maine lavender irish candle order ki thi boss to gift krne k liy and damaged item received hua h meri puri reputation hi khrab kr di now I am trying to connect for help but no one is giving solution and no one is connecting what should I do for this tuta hua gift,https://blinkit.pissedconsumer.com/review.html?page=362
5221,PissedConsumer (consumer-complaint forum),10/1/2025,,product_quality,general,"I have received expired items. Kindly send my money. It's the worst company, not responding to any calls and messages.",https://blinkit.pissedconsumer.com/review.html?page=362
5222,PissedConsumer (consumer-complaint forum),2/6/2026,,refund_and_support,general,We order some vegies and we pay it online and our order cancelled we don't receive our payment back so please refund our payment(140),https://blinkit.pissedconsumer.com/review.html?page=362
5223,PissedConsumer (consumer-complaint forum),11/24/2025,,other,general,"'ll tell you that issu Blinkit team customer ordered cash and delivery ok. I will call the customer im in location the third floor. Please come outside but customer He said, ""I'm in the house next house I'll say give me item the money But the customer says they won't pay Then order canceling I'm going to my store im working on 5 years in Blinkit company please understand I have done nothing wrong Always for respect customers please opening hold @Blinkit & @bistro team (MAHESH N &gt; FE231****) please activate my id",https://blinkit.pissedconsumer.com/review.html?page=362
5224,PissedConsumer (consumer-complaint forum),11/12/2025,,refund_and_support,groceries_fresh,"You people are fake frauds. I have ordered some essential grocery items, but you people cancelled it, and I have paid 290. As I'm a student, for me this is a large amount. I haven't received my refund yet; it's been more than 1 week. So unprofessional! I just want my money back. Zepto is far better than Blinkit.",https://blinkit.pissedconsumer.com/review.html?page=362
5225,PissedConsumer (consumer-complaint forum),9/30/2025,,refund_and_support,general,Na koi number h jisper call kr sake na hi koi h jis per complain kr sakte h..support customer care number tho dena chaiye jb itni bdi company ha tho,https://blinkit.pissedconsumer.com/review.html?page=362
5226,PissedConsumer (consumer-complaint forum),3/2/2026,,other,general,"By mistake, I put the wrong location and made the online payment. I did receive my parcel and money also. Please return my money.",https://blinkit.pissedconsumer.com/review.html?page=362
5227,PissedConsumer (consumer-complaint forum),3/1/2026,,other,general,I am not satisfied with the saree cover (169-1 pcs) that I just ordered. I want to exchange it with the (159-2 pcs). Please try to understand and kindly return it.,https://blinkit.pissedconsumer.com/review.html?page=363
5228,PissedConsumer (consumer-complaint forum),2/28/2026,,wrong_or_missing_item,general,Account debited but parcel not delivered. Parcel delivery got cancelled automatically and account has not been credited. The amount debited from the account is 173.,https://blinkit.pissedconsumer.com/review.html?page=363
5229,PissedConsumer (consumer-complaint forum),12/7/2025,,other,general,Happend I am interested in blinkit because zomato issues that's way refusing and I transfer the id blinkit delivery,https://blinkit.pissedconsumer.com/review.html?page=363
5230,PissedConsumer (consumer-complaint forum),10/31/2025,,other,general,"We have made a double payment for the product, and we have not received the amount. Kindly respond to this issue.",https://blinkit.pissedconsumer.com/review.html?page=363
5231,PissedConsumer (consumer-complaint forum),10/27/2025,,other,general,Please change to my I'd Cycle to EV bike please help me bilinkit office please change my cycle EV bike,https://blinkit.pissedconsumer.com/review.html?page=363
5232,PissedConsumer (consumer-complaint forum),10/20/2025,,refund_and_support,general,"Why are the orders not confirmed? Kindly note that we paid Rs 850 two times against our order, but we have not received the refund of Rs 850 yet.",https://blinkit.pissedconsumer.com/review.html?page=363
5233,PissedConsumer (consumer-complaint forum),3/2/2026,,other,groceries_fresh,I want some groceries but my location is not found so please send groceries because I am not well some health problem,https://blinkit.pissedconsumer.com/review.html?page=363
5234,PissedConsumer (consumer-complaint forum),3/19/2026,,other,general,I have placed the order and money for debited but in app there is no status available has been place,https://blinkit.pissedconsumer.com/review.html?page=363
5235,PissedConsumer (consumer-complaint forum),2/27/2026,,refund_and_support,general,"Not delivered on proper time, and the delivery boy did not pick up the phone after taking the order. Blinkit services and helpline also did not respond to it.",https://blinkit.pissedconsumer.com/review.html?page=363
5236,PissedConsumer (consumer-complaint forum),2/7/2026,,other,general,Mera pesa wapis nhi aya 125 rs blinkit ferod side h ferod side hai chor hu blinkit mera pesa khaliya chor c,https://blinkit.pissedconsumer.com/review.html?page=363
5237,PissedConsumer (consumer-complaint forum),1/17/2026,,other,general,I want to register for seller last 3 Or 4 days i try to do register but it is not done please i want help us,https://blinkit.pissedconsumer.com/review.html?page=363
5238,PissedConsumer (consumer-complaint forum),9/25/2025,,refund_and_support,general,"I have not received my refund, but money was deducted. Please refund. An order gets automatically placed without confirmation. I have stopped using this application, but my kids have placed an order, and this is what happened.",https://blinkit.pissedconsumer.com/review.html?page=363
5239,PissedConsumer (consumer-complaint forum),8/16/2025,,other,general,"Updated by user Aug 17, 2025",https://blinkit.pissedconsumer.com/review.html?page=363
5240,PissedConsumer (consumer-complaint forum),3/8/2026,,other,general,There is one toy laptop which I ordered and its one Brocken button but I couldnt complain on your application,https://blinkit.pissedconsumer.com/review.html?page=363
5241,PissedConsumer (consumer-complaint forum),2/28/2026,,refund_and_support,general,"1902/2026ko 9 years girls ke liye slawar kurta mangwaya tha par size bahut chhota tha. Paytm se 489 pay kiya, *** return kiya. Pickup boy lekar gaya par mujhe refund nahi mila.",https://blinkit.pissedconsumer.com/review.html?page=363
5242,PissedConsumer (consumer-complaint forum),2/9/2026,,other,general,"I have not received Marlboro fuse on my last order placed on 8th of Feb. Money has been deducted, but the complete order has not been received.",https://blinkit.pissedconsumer.com/review.html?page=364
5243,PissedConsumer (consumer-complaint forum),11/19/2025,,other,general,Expire hone kê liye 10 din pe main 10 din pe Isko khatam toh nahi Kar paungi so please ap change Kara do fresh packed Send kari,https://blinkit.pissedconsumer.com/review.html?page=364
5244,PissedConsumer (consumer-complaint forum),3/7/2026,,other,general,Jab m 1300 k uper order krrhi hu phir delivery charges 12 ruppes kiyo?and handling charges bhi 7 rupees s badha kar 12 ruppes kiyo?,https://blinkit.pissedconsumer.com/review.html?page=364
5245,PissedConsumer (consumer-complaint forum),1/29/2026,,product_quality,snacks_beverages,"I ordered Amul coffee on 29 Jan. 26 items were dispatched, and that is expired. I didn't expect this; further, I don't wish to do Blinkit.",https://blinkit.pissedconsumer.com/review.html?page=364
